Date,Open,High,Low,Close,Volume
2001-07-24,48.16,48.62,47.24,48.47,14468937
2001-07-25,48.47,51.84,48.47,51.84,5706246
2001-07-26,53.68,55.37,53.22,55.37,3902035
2001-07-27,56.75,57.67,54.91,55.22,3680150
2001-07-31,55.22,59.05,54.91,59.05,4769583
2001-08-01,59.51,59.67,55.98,56.6,3759229
2001-08-02,56.44,58.59,56.44,58.29,3737580
2001-08-03,58.9,60.28,58.29,59.36,3221922
2001-08-06,58.75,61.2,58.29,61.2,2964120
2001-08-07,60.74,61.35,59.36,60.13,2390106
2001-08-08,60.13,61.2,59.36,61.2,2177486
2001-08-09,60.89,62.12,60.13,60.28,1954312
2001-08-10,60.28,60.43,59.21,59.67,1478425
2001-08-13,60.13,60.59,58.75,59.21,1460500
2001-08-14,59.51,60.13,57.52,60.13,1707237
2001-08-15,59.67,60.89,59.51,60.28,1152325
2001-08-16,59.82,60.28,58.44,58.44,1618003
2001-08-17,58.59,58.9,57.21,58.9,1924030
2001-08-20,58.29,62.73,58.29,61.66,4330587
2001-08-21,62.12,63.19,61.05,62.58,2706607
2001-08-22,61.97,62.58,60.13,60.13,2623566
2001-08-23,60.59,61.2,58.9,59.82,2529587
2001-08-24,59.36,59.36,57.98,58.29,2174750
2001-08-27,59.05,59.36,58.29,59.21,1366119
2001-08-28,59.67,59.67,57.52,57.83,1519000
2001-08-29,57.52,59.97,57.06,58.75,4749000
2001-08-30,42.95,42.95,42.95,42.95,738000
2001-08-31,44.33,45.09,43.87,44.33,5584070
2001-09-03,44.63,44.79,43.25,43.56,1719424
2001-09-04,44.33,44.79,44.02,44.79,2325291
2001-09-05,44.94,44.94,43.1,43.1,1736112
2001-09-06,42.95,42.95,41.11,41.57,1703381
2001-09-07,40.34,42.64,40.34,42.64,1023112
2001-09-10,42.18,42.95,41.57,42.79,939000
2001-09-11,42.79,42.79,39.88,39.88,2790900
2001-09-13,37.12,37.12,37.12,37.12,161250
2001-09-14,34.66,36.04,34.66,34.66,3863750
2001-09-19,33.59,36.04,33.59,36.04,2456750
2001-09-20,34.82,35.58,34.82,34.82,1405000
2001-09-21,33.74,34.05,33.74,33.74,1490201
2001-09-24,34.2,36.04,34.05,35.74,2273560
2001-09-25,37.58,38.19,36.51,36.51,4055109
2001-09-26,37.73,38.96,36.81,38.96,3152750
2001-09-27,38.35,39.73,37.58,39.57,1911000
2001-09-28,39.88,40.19,38.04,38.65,2435890
2001-10-02,38.65,38.65,36.04,36.35,1603000
2001-10-03,34.97,36.35,34.97,35.58,1085625
2001-10-04,38.04,38.04,36.51,36.66,2080750
2001-10-05,36.81,37.27,35.74,36.81,1211000
2001-10-08,36.04,36.66,36.04,36.51,932106
2001-10-09,36.81,37.73,36.81,37.58,911850
2001-10-11,38.5,39.88,38.35,39.27,3161000
2001-10-12,39.88,40.03,38.35,38.96,2935420
2001-10-15,38.35,40.03,38.04,39.57,2389527
2001-10-16,39.42,39.73,38.96,39.57,858158
2001-10-17,39.57,39.57,37.89,38.35,3930559
2001-10-18,37.89,39.42,37.73,39.11,1567206
2001-10-19,39.11,40.19,38.5,39.42,2475738
2001-10-22,40.03,41.87,39.88,41.87,3406140
2001-10-23,42.33,42.33,40.95,41.87,2457067
2001-10-24,41.87,43.1,41.57,42.79,2778388
2001-10-25,42.95,44.33,42.49,44.33,3520021
2001-10-26,45.25,47.4,45.25,47.4,7283091
2001-10-29,47.24,47.4,46.17,46.78,2157683
2001-10-30,45.71,46.17,44.48,44.63,2581192
2001-10-31,44.33,46.17,44.33,45.55,2222613
2001-11-01,47.24,48.62,46.94,48.47,3929661
2001-11-02,49.39,50.62,48.47,50.31,5574843
2001-11-05,50.77,52.92,50.31,50.92,4259078
2001-11-06,51.54,51.69,49.85,50.16,2780977
2001-11-07,50.77,51.38,49.24,50.62,2527673
2001-11-08,50.46,50.46,49.24,49.39,1565886
2001-11-09,49.08,51.38,48.32,50.0,3386980
2001-11-12,50.16,51.38,50.16,50.77,2288328
2001-11-13,50.62,51.38,50.16,50.62,2101795
2001-11-14,51.69,52.92,51.54,52.3,3978420
2001-11-15,52.46,55.22,52.46,54.76,3918681
2001-11-16,54.6,54.6,53.07,53.53,2617790
2001-11-19,54.3,55.98,53.99,55.22,2958400
2001-11-20,55.98,56.6,53.68,53.99,2575244
2001-11-21,53.22,56.14,53.22,55.98,2479823
2001-11-22,55.98,59.82,54.91,58.44,4906088
2001-11-23,58.75,61.97,58.75,60.74,3728155
2001-11-26,62.27,64.88,61.66,64.11,4819197
2001-11-27,64.57,64.57,62.12,64.27,3822425
2001-11-28,64.11,64.11,61.66,62.12,2028423
2001-11-29,61.2,63.19,60.59,63.19,2128315
2001-11-30,63.19,63.19,61.66,62.12,1881603
2001-12-03,63.19,66.41,63.19,66.41,3424399
2001-12-04,65.95,67.64,65.19,66.72,2229202
2001-12-05,68.87,71.32,68.56,71.32,5090781
2001-12-06,76.23,76.23,74.7,76.23,2956317
2001-12-07,78.07,81.29,76.84,79.3,4860902
2001-12-10,78.23,79.3,75.31,75.46,3263520
2001-12-11,75.46,80.68,75.0,80.53,3516761
2001-12-12,80.53,84.36,80.53,82.37,3977172
2001-12-13,84.05,84.05,76.69,79.76,5135618
2001-12-14,77.3,79.45,77.0,78.23,3894220
2001-12-17,77.46,79.76,76.69,78.84,2196919
2001-12-18,80.37,80.53,76.84,77.15,2878956
2001-12-19,77.46,79.61,77.15,77.15,2309574
2001-12-20,77.46,79.45,76.84,78.07,2246621
2001-12-21,76.84,77.3,73.01,73.32,5146210
2001-12-24,74.39,75.16,73.16,74.39,2256160
2001-12-25,75.77,79.45,75.46,79.45,2963475
2001-12-26,82.06,83.59,80.53,80.53,4304028
2001-12-27,80.99,85.89,79.76,81.29,4853810
2001-12-28,82.83,84.97,81.45,84.97,4202250
2001-12-31,87.27,90.19,85.59,90.19,4523456
2002-01-02,90.04,91.88,87.58,91.57,4408000
2002-01-03,90.5,91.11,86.66,87.43,3280050
2002-01-04,88.5,90.19,88.19,88.5,2720399
2002-01-07,88.96,90.5,87.58,89.42,2536450
2002-01-08,90.04,93.56,90.04,92.8,3686494
2002-01-09,93.41,93.56,90.65,91.42,2699930
2002-01-10,90.04,92.8,89.27,92.8,3106434
2002-01-11,92.64,92.64,86.51,88.04,3846544
2002-01-14,85.89,90.96,85.89,90.34,3331990
2002-01-15,90.34,94.64,90.34,94.33,4998650
2002-01-16,99.7,100.93,96.94,100.31,5302876
2002-01-17,98.16,99.39,95.86,99.39,3707616
2002-01-18,99.7,106.29,98.32,104.61,4150255
2002-01-21,105.07,110.74,105.07,108.9,3588914
2002-01-22,108.9,115.19,107.37,115.04,4214665
2002-01-23,113.5,115.96,107.06,107.37,5452756
2002-01-24,107.37,109.67,104.3,108.44,4251671
2002-01-25,113.2,114.58,108.9,109.05,5561050
2002-01-28,107.83,109.52,105.99,106.14,2968154
2002-01-29,105.37,107.83,105.07,106.6,2640965
2002-01-30,105.07,106.45,104.3,104.61,2570801
2002-01-31,104.61,104.76,98.62,100.47,7215641
2002-02-01,101.85,102.0,99.7,99.7,3697961
2002-02-04,99.7,103.53,99.7,101.08,3095303
2002-02-05,101.08,104.61,101.08,104.61,3537620
2002-02-06,107.37,109.52,106.75,108.9,4508032
2002-02-18,111.51,111.51,105.99,105.99,3110000
2002-02-19,106.6,108.29,105.07,105.07,2725525
2002-02-20,105.07,107.06,105.07,105.07,3640300
2002-02-21,106.29,106.45,100.62,100.77,4686460
2002-02-22,97.4,100.47,96.63,100.16,3256754
2002-02-25,100.93,100.93,96.78,96.94,2360076
2002-02-26,99.7,102.0,98.93,99.55,3814600
2002-02-27,99.85,104.76,99.85,104.45,4220760
2002-03-01,103.99,106.14,102.15,104.15,3314515
2002-03-04,108.59,109.67,106.75,109.21,6191935
2002-03-05,110.74,113.5,109.98,111.2,5543668
2002-03-06,108.75,111.2,108.75,111.2,3476131
2002-03-07,111.66,112.89,108.13,108.9,3660899
2002-03-08,109.67,110.44,107.37,107.37,2118492
2002-03-11,108.29,111.97,108.29,111.66,3236650
2002-03-12,111.97,112.28,109.82,111.2,1683325
2002-03-13,110.9,115.65,110.44,112.28,4907086
2002-03-14,111.66,114.12,111.51,114.12,2864685
2002-03-15,115.5,116.88,111.97,112.12,4790435
2002-03-18,113.04,113.35,111.36,111.66,2123721
2002-03-19,109.67,109.67,107.52,107.83,3648214
2002-03-20,107.21,109.67,105.53,109.21,3622738
2002-03-21,109.21,111.05,108.13,108.13,2643596
2002-03-22,109.98,110.74,108.9,109.82,2756070
2002-03-25,110.28,110.44,108.9,109.05,1951775
2002-03-26,110.13,116.57,110.13,116.57,8714869
2002-03-27,118.87,119.18,112.89,112.89,5422339
2002-03-28,113.66,118.72,113.2,118.41,4489830
2002-03-29,117.8,117.8,114.58,116.42,3036376
2002-04-01,116.26,117.34,114.88,116.11,1358910
2002-04-02,117.18,120.1,117.18,117.95,3544384
2002-04-03,118.41,119.02,113.5,114.27,4527210
2002-04-04,114.27,114.27,108.9,109.36,5207501
2002-04-08,109.36,110.44,107.37,107.52,2483711
2002-04-09,109.36,109.82,107.37,108.44,2127485
2002-04-10,107.83,109.82,107.83,108.9,1548709
2002-04-11,109.98,111.2,109.67,109.82,2166350
2002-04-12,109.36,112.58,108.13,112.12,2436132
2002-04-15,112.12,113.35,108.9,108.9,3429763
2002-04-16,109.67,111.2,109.21,109.67,1632008
2002-04-17,111.97,112.58,110.59,111.51,3469117
2002-04-18,111.36,111.36,107.83,108.44,3470050
2002-04-19,108.44,109.52,105.83,107.21,3828003
2002-04-22,105.83,106.14,100.01,100.93,6743450
2002-04-23,100.16,103.07,98.32,101.23,3914456
2002-04-24,100.93,102.46,99.85,101.54,2326880
2002-04-25,100.16,101.23,98.78,98.78,2440548
2002-04-26,97.4,98.01,95.86,97.4,3118700
2002-04-29,96.63,98.47,95.56,96.78,2167374
2002-04-30,98.32,100.31,97.09,100.16,3789494
2002-05-02,101.08,101.54,93.41,94.02,3959463
2002-05-03,93.56,96.63,93.56,96.17,5403830
2002-05-06,94.33,94.79,89.58,89.58,4216922
2002-05-07,89.58,93.1,89.42,92.18,4215528
2002-05-08,93.56,93.56,85.74,86.66,6232902
2002-05-09,89.73,89.73,83.59,86.05,7521335
2002-05-10,86.05,90.5,84.51,90.34,6006021
2002-05-13,88.96,89.27,85.89,86.51,3054915
2002-05-14,87.12,87.73,83.59,83.9,4835404
2002-05-15,84.36,86.66,84.36,85.59,5951800
2002-05-16,84.36,84.36,79.61,81.91,8386352
2002-05-17,81.29,83.59,80.99,81.29,5697300
2002-05-20,79.91,81.75,77.76,80.37,4298551
2002-05-21,80.37,81.75,79.91,80.22,3384829
2002-05-22,81.29,82.21,80.68,81.6,3651150
2002-05-23,81.6,81.6,78.53,79.91,2583612
2002-05-24,80.68,83.75,80.37,83.59,5393841
2002-05-27,82.52,83.29,81.6,82.21,1961826
2002-05-28,82.37,83.44,80.53,81.14,2414673
2002-05-29,80.68,80.83,79.76,80.07,1101300
